,COMPANY ID,CITY,ST,DOMICILE REGION,ZIP,TRAC,TRAIL,VAN,REFR,INTER,CURT,FLAT,STEP,DD,OVER,TANK,PNEUM,BULK,Company ID,BEVERAGES,BUILDING_MATERIALS,CHEMICALS,COAL_COKE,CONSTRUCT,DRIVE_TOW,DRY_BULK,FARM_SUPPLIES,FRESH_PRODUCE,GARBAGE_TRASH,GENERAL_FREIGHT,GRAIN_FEED,HOUSEHOLD_GOODS,INTERMODAL,LIQUIDS_GASES,LIVESTOCK,LOG_POLE,MACHINERY_LARGE_OBJECTS,MEAT,METAL_SHEETS_ROLLS,MOBILE_HOMES,MOTOR_VEHICLES,OILFIELD_EQUIPMENT,OTHER,PAPER_PRODUCTS,PASSENGERS,REFRIGERATED_FOOD,US_MAIL,UTILITY,Unavailable,WATER_WELL,ONLY_VAN,VAN_REFR,VAN_FLAT,ONLY_REFR,ONLY_FLAT,REFR_FLAT
1182,1320,SOUTH PLAINFIELD,NJ,NE,07080,0.0314361350099272,0.036000000000000004,1,0,0,0,0,0,0,0,0,0,0.0,1320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
2612,2977,ST-MATHIEU DE BELOEIL,QC,CAN,J3G 4S5,0.01753805426869623,0.030000000000000002,0,0,0,0,0,1,1,1,0,0,0.0,2977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2668,3043,KNOXVILLE,TN,SE,37932-3221,0.09099933818663138,0.10160000000000001,1,1,1,0,0,0,0,0,0,0,0.0,3043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
3420,3896,NICHOLLS,GA,SE,31554,0.0033090668431502318,0.0024000000000000002,0,1,0,0,0,0,1,1,0,0,0.0,3896,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0
353,378,INGLESIDE,ON,CAN,K0C 1M0,0.007610853739245533,0.01,1,0,0,0,0,0,0,0,0,0,0.0,378,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
3286,3745,LOMA,CO,MTW,97051,0.004301786896095301,0.007,0,0,0,0,1,0,0,0,1,0,0.0,3745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1634,1862,GORMAN,TX,CEN,76454,0.0033090668431502318,0.0044,1,0,0,0,1,0,0,0,0,0,0.0,1862,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
3820,4385,AUBURN,KY,SE,42206,0.0013236267372600927,0.0008,0,0,0,0,0,0,0,0,1,0,0.0,4385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
46,49,BROWNSTOWN,MI,MDW,48174,0.02614162806088683,0.1148,1,1,0,0,0,0,0,0,0,0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
288,311,SURREY,BC,CAN,V3V 3V7,0.005956320317670417,0.007200000000000001,1,0,0,0,1,1,0,0,0,0,0.0,311,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
4711,5373,BOUCHERVILLE,QC,CAN,J4B 5X9,0.00628722700198544,0.07,1,0,0,0,0,0,0,0,0,0,0.0,5373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1005,1107,CLOQUET,MN,CEN,55720,0.015221707478491065,0.0166,0,1,0,0,0,0,0,0,0,0,0.0,1107,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
4367,4983,AUBURN,NY,NE,13021,0.003639973527465255,0.006,0,0,0,0,0,0,1,1,0,0,0.0,4983,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4616,5268,WILLIAMSTOWN,PA,NE,17098,0.003970880211780278,0.0024000000000000002,0,0,0,0,0,0,0,0,1,0,0.0,5268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
885,966,CERES,CA,PAC,95307,0.0033090668431502318,0.002,1,1,0,0,0,0,0,0,0,0,0.0,966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0
832,901,BROWNSVILLE,TX,CEN,78526,0.005294506949040371,0.005200000000000001,1,0,0,0,0,0,0,0,0,0,0.0,901,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4286,4898,Newark,NJ,NE,07206,0.00033090668431502316,0.0002,0,0,1,0,0,0,0,0,0,0,0.0,4898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1284,1446,HIGHLAND,IL,MDW,62249-1156,0.0033090668431502318,0.002,1,1,0,0,0,0,0,0,0,0,0.0,1446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
5220,5931,PLAINFIELD,WI,MDW,54966,0.02018530774321641,0.012,1,1,0,0,0,0,0,0,0,0,0.0,5931,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
4295,4908,NEWARK,NJ,NE,07104-4213,0.007941760423560556,0.0026000000000000003,1,1,0,0,0,0,0,0,0,0,0.0,4908,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
347,372,KEMPTVILLE,ON,CAN,K0G 1J0,0.007610853739245533,0.0076,0,0,0,0,1,0,0,0,0,0,0.0,372,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,0
2815,3203,VANCOUVER,WA,PAC,97051,0.032759761747187296,0.038400000000000004,0,0,0,0,1,0,0,0,0,0,0.0,3203,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1225,1370,YAKIMA,WA,PAC,98901,0.0066181336863004635,0.024,0,1,0,0,1,0,0,0,0,0,0.0,1370,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1537,1750,EL PASO,TX,CEN,79928,0.013898080741230973,0.008400000000000001,1,0,0,0,0,0,0,0,0,0,0.0,1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
2039,2323,MADISON,FL,SE,32340,0.0033090668431502318,0.0026000000000000003,1,1,0,0,0,0,0,0,0,0,0.0,2323,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
4665,5323,NEW HOLLAND,PA,NE,17557-9320,0.008603573792190603,0.012400000000000001,0,0,0,1,1,1,0,0,0,0,0.0,5323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1951,2223,MESA,AZ,SW,82501,0.042686962276637985,0.038,0,0,0,0,0,0,1,1,1,0,0.0,2223,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
2723,3102,HOUSTON,TX,CEN,77064,0.004963600264725348,0.0064,0,0,0,0,1,1,0,1,0,0,0.0,3102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
2476,2829,COLUMBUS,OH,MDW,43207,0.03805426869622766,0.023,0,0,1,0,0,0,0,0,0,0,0.0,2829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4609,5257,WILLIAMSPORT,PA,NE,17701,0.0033090668431502318,0.002,0,0,0,0,1,1,1,1,0,0,0.0,5257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2978,3402,FORDYCE,AR,SE,71742,0.013898080741230973,0.0112,0,0,0,0,1,0,0,0,0,0,0.0,3402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
584,622,SECAUCUS,NJ,NE,07094,0.011912640635340834,0.024,1,1,0,0,0,0,0,0,0,0,0.0,622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
1298,1465,FAIRMONT CITY,IL,MDW,62201,0.00827266710787558,0.014,1,1,0,0,0,0,0,0,0,0,0.0,1465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
766,826,PORTLAND,OR,PAC,98444,0.011250827266710787,0.014400000000000001,0,0,1,0,0,0,0,0,0,0,0.0,826,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2469,2821,NORTH LIMA,OH,MDW,44452-9772,0.020516214427531435,0.018000000000000002,0,0,0,0,1,0,0,0,0,0,1.0,2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3550,4057,PRESTON,ID,MTW,97051,0.005294506949040371,0.007,0,1,0,0,1,0,0,0,0,0,0.0,4057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
3965,4548,LIVONIA,MI,MDW,48150,0.009927200529450696,0.009000000000000001,1,0,0,0,0,0,0,0,0,0,0.0,4548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
914,1002,LONG BEACH,CA,PAC,90810,0.01588352084712111,0.009600000000000001,0,1,1,0,0,0,0,0,0,0,0.0,1002,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0
5059,5751,COLLINSTON,UT,MTW,84306,0.010589013898080741,0.013000000000000001,0,1,0,0,0,0,0,0,0,0,0.0,5751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
3577,4092,ITASCA,IL,MDW,60143,0.0033090668431502318,0.002,1,0,1,0,0,0,0,0,0,0,0.0,4092,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0
555,591,SAVANNAH,GA,SE,31405,0.004963600264725348,0.0024000000000000002,1,0,1,0,0,0,0,1,0,0,0.0,591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4696,5358,BOUCHERVILLE,QC,CAN,J4B 0G7,0.004963600264725348,0.0086,1,1,0,0,0,0,0,0,0,0,0.0,5358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
