,COMPANY ID,CITY,ST,DOMICILE REGION,ZIP,TRAC,TRAIL,VAN,REFR,INTER,CURT,FLAT,STEP,DD,OVER,TANK,PNEUM,BULK,Company ID,BEVERAGES,BUILDING_MATERIALS,CHEMICALS,COAL_COKE,CONSTRUCT,DRIVE_TOW,DRY_BULK,FARM_SUPPLIES,FRESH_PRODUCE,GARBAGE_TRASH,GENERAL_FREIGHT,GRAIN_FEED,HOUSEHOLD_GOODS,INTERMODAL,LIQUIDS_GASES,LIVESTOCK,LOG_POLE,MACHINERY_LARGE_OBJECTS,MEAT,METAL_SHEETS_ROLLS,MOBILE_HOMES,MOTOR_VEHICLES,OILFIELD_EQUIPMENT,OTHER,PAPER_PRODUCTS,PASSENGERS,REFRIGERATED_FOOD,US_MAIL,UTILITY,Unavailable,WATER_WELL,ONLY_VAN,VAN_REFR,VAN_FLAT,ONLY_REFR,ONLY_FLAT,REFR_FLAT
2349,2683,NEW ALBANY,MS,SE,38652,0.011912640635340834,0.011000000000000001,1,1,0,0,0,0,0,0,0,0,0.0,2683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
5235,5947,WESTFIELD,WI,MDW,53964,0.01257445400397088,0.017,0,1,0,0,0,0,0,0,0,0,0.0,5947,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
3947,4526,BAY CITY,MI,MDW,48706,0.002316346790205162,0.0046,0,0,0,0,1,1,1,1,0,0,0.0,4526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1949,2221,TEMPE,AZ,SW,99840,0.04434149569821311,0.0268,0,0,0,0,0,0,0,0,1,1,0.0,2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1407,1593,CINCINNATI,OH,MDW,45206,0.005294506949040371,0.002,0,1,0,0,0,0,0,0,0,0,0.0,1593,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
4994,5679,SAN ANTONIO,TX,CEN,78219,0.01257445400397088,0.012,0,1,0,0,0,0,0,0,0,0,0.0,5679,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
4982,5667,SAN ANTONIO,TX,CEN,78223,0.008934480476505625,0.0066,0,1,0,0,0,0,0,0,0,0,0.0,5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
2242,2564,GEISMER,LA,SE,70734,0.019192587690271344,0.0224,0,0,0,0,0,0,0,0,1,0,0.0,2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4686,5346,LEVIS,QC,CAN,G6V 7M5,0.005625413633355393,0.0034000000000000002,0,0,0,0,0,0,0,0,1,0,0.0,5346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4804,5478,MOUNT PLEASANT,TN,SE,38474,0.008934480476505625,0.0368,1,0,0,0,0,0,0,0,0,0,0.0,5478,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
2707,3085,HOUSTON,TX,CEN,77013,0.0066181336863004635,0.005,0,0,1,0,1,0,0,0,0,0,0.0,3085,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2317,2647,EAGAN,MN,CEN,55121,0.025479814692256783,0.034,0,1,0,0,0,0,0,0,0,0,0.0,2647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
4524,5165,BRAMPTON,ON,CAN,L6T 2G4,0.0033090668431502318,0.004,0,0,0,0,0,0,0,0,0,0,0.0,5165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
139,151,WEST BRIDGEWATER,MA,NE,02379,0.008934480476505625,0.0054,0,0,0,0,1,1,1,0,1,1,1.0,151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1124,1246,FRESNO,CA,PAC,93727,0.009927200529450696,0.0074,1,1,0,0,0,0,0,0,0,0,0.0,1246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
970,1068,CHARLOTTE,NC,MATL,28208,0.0029781601588352085,0.0024000000000000002,1,0,0,0,0,0,0,0,0,0,0.0,1068,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0
2095,2384,CEDAR RAPIDS,IA,CEN,52404,0.022832561217736597,0.0316,0,0,0,0,0,0,0,0,0,0,1.0,2384,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1799,2044,NEWARK,NJ,NE,07105,0.05261416280608868,0.0318,1,1,1,0,0,0,0,0,0,0,0.0,2044,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
1939,2210,JONESBORO,AR,SE,72404,0.03176704169424222,0.061200000000000004,1,0,0,0,0,0,0,0,0,0,0.0,2210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0
2534,2891,CAMBRIDGE,ON,CAN,N3C 2V4,0.027796161482461945,0.0244,1,1,0,0,1,0,0,0,0,0,0.0,2891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1539,1752,WORCESTER,MA,NE,01607,0.039377895433487756,0.01,0,0,1,0,0,0,0,0,0,0,0.0,1752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
193,207,LEXINGTON,SC,MATL,29072,0.2316346790205162,0.2,0,1,0,0,0,0,0,0,0,0,0.0,207,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
227,247,PUSLINCH,ON,CAN,N3C 2V4,0.018199867637326273,0.016,1,1,0,0,1,0,0,0,0,0,0.0,247,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0
1531,1743,HIALEAH,FL,SE,33016,0.005294506949040371,0.006,1,1,0,0,0,0,0,0,0,0,0.0,1743,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
314,338,KINGSVILLE,ON,CAN,N9Y 2E5,0.004301786896095301,0.0032,0,1,0,0,0,0,0,0,0,0,0.0,338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
3714,4259,CAROL STREAM,IL,MDW,60188,0.01257445400397088,0.0234,0,1,0,0,0,0,0,0,0,0,0.0,4259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0
2266,2592,CARSON CITY,MI,MDW,48811,0.01786896095301125,0.0108,0,0,0,0,0,0,0,0,1,0,1.0,2592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1921,2182,DOTHAN,AL,SE,36301,0.003639973527465255,0.0022,1,0,0,0,1,0,0,0,0,0,0.0,2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
4559,5202,OAKVILLE,ON,CAN,L6L 5L6,0.007941760423560556,0.0118,1,0,0,0,0,0,0,0,0,0,0.0,5202,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
3602,4127,TILTON,IL,MDW,61833,0.003970880211780278,0.004,0,0,0,0,0,0,0,0,0,0,1.0,4127,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3823,4390,HENDERSON,KY,SE,42420,0.001985440105890139,0.0012000000000000001,1,0,0,0,0,0,0,0,0,0,1.0,4390,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
2652,3027,BELLS,TN,SE,38006,0.019192587690271344,0.019,0,1,0,0,0,0,0,0,0,0,0.0,3027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
873,950,CUBA,NY,NE,14727,0.008934480476505625,0.0106,1,1,0,0,0,0,0,0,0,0,0.0,950,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0
3593,4115,BENSENVILLE,IL,MDW,60106,0.004963600264725348,0.003,0,0,1,0,0,0,0,0,0,0,0.0,4115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1035,1139,CYPRESS,TX,CEN,77429,0.005294506949040371,0.0044,0,0,0,0,0,0,1,1,0,0,0.0,1139,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2457,2802,DUANESBURG,NY,NE,12056,0.005625413633355393,0.005,0,0,0,0,1,1,1,1,0,0,1.0,2802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4890,5568,LAREDO,TX,CEN,78045,0.00827266710787558,0.0092,1,0,0,0,0,0,0,0,0,0,0.0,5568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0
3511,4009,CRESCENT,IA,CEN,51526,0.00727994705493051,0.0066,1,1,0,0,0,0,0,0,0,0,0.0,4009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
3106,3544,ALPINE,CA,PAC,90270,0.004963600264725348,0.003,0,0,0,0,0,0,0,0,0,0,1.0,3544,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
5241,5953,SUSSEX,WI,MDW,53089,0.04698874917273329,0.0562,1,0,0,0,0,0,0,0,0,0,0.0,5953,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0
5231,5943,SHULLSBURG,WI,MDW,53586,0.005294506949040371,0.0054,1,1,0,0,0,0,0,0,0,0,0.0,5943,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
271,294,TORONTO,ON,CAN,M9L 2Z4,0.01753805426869623,0.030000000000000002,1,0,0,0,0,0,0,0,0,0,0.0,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4644,5300,HATFIELD,PA,NE,19440,0.004963600264725348,0.0064,0,1,0,0,0,0,0,0,0,0,0.0,5300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0
520,551,THOMASVILLE,NC,MATL,27360,0.029781601588352084,0.07100000000000001,1,0,0,0,0,0,0,0,0,0,0.0,551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
2409,2750,MARTELL,NE,CEN,68404,0.018530774321641297,0.011600000000000001,0,0,0,0,0,0,1,0,0,0,1.0,2750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3853,4424,LEXINGTON,KY,SE,40508,0.009265387160820648,0.025,1,0,0,0,1,0,0,0,0,0,1.0,4424,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
4767,5435,MEMPHIS,TN,SE,38118-5924,0.0009927200529450694,0.0028,0,0,0,0,0,0,0,0,0,0,0.0,5435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4428,5061,SOUTH POINT,OH,MDW,45680,0.01257445400397088,0.011600000000000001,1,0,0,0,0,0,0,0,0,0,0.0,5061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4270,4882,OMAHA,NE,CEN,68127-1812,0.013898080741230973,0.009000000000000001,0,1,0,0,0,0,0,0,0,0,0.0,4882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
930,1026,CUDAHY,WI,MDW,53110-8903,0.026472534745201854,0.02,1,1,1,0,1,1,0,1,0,0,0.0,1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1832,2080,FARLEY,IA,CEN,52046,0.04367968232958306,0.0296,1,1,0,0,0,0,0,0,1,0,1.0,2080,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
3580,4098,ROCK FALLS,IL,MDW,61071,0.003970880211780278,0.0024000000000000002,0,0,0,0,0,0,0,0,1,0,0.0,4098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
3756,4311,AKRON,IN,MDW,46910,0.01158173395102581,0.007,0,1,0,0,0,0,0,0,0,0,0.0,4311,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
151,163,BARNESVILLE,MN,CEN,56514,0.010258107213765718,0.0036000000000000003,1,1,0,0,0,1,0,0,0,0,0.0,163,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
3673,4213,WOODHULL,IL,MDW,61490,0.007941760423560556,0.0082,1,0,0,0,0,0,0,0,1,0,0.0,4213,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
448,476,SURREY,BC,CAN,V3R 2S5,0.015221707478491065,0.014,1,1,0,0,0,0,0,0,0,0,0.0,476,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
3235,3687,SOUTH SAN FRANCISCO,CA,PAC,94080,0.016214427531436135,0.0152,0,1,0,0,0,0,0,0,0,0,0.0,3687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
610,654,BENSENVILLE,IL,MDW,60106,0.02382528127068167,0.018000000000000002,0,1,0,0,0,0,0,0,0,0,0.0,654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
701,757,BILOXI,MS,SE,39532-8169,0.007941760423560556,0.007200000000000001,0,0,0,0,1,0,1,1,0,0,0.0,757,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
504,533,LELAND,NC,MATL,28451,0.004963600264725348,0.0064,1,1,0,0,1,1,1,1,0,0,0.0,533,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4544,5186,MILTON,ON,CAN,L9T 2X8,0.0026472534745201853,0.0064,1,1,0,0,0,0,0,0,0,0,0.0,5186,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
2744,3126,LA PORTE,TX,CEN,77571,0.04665784248841827,0.0476,1,0,1,0,0,0,0,0,0,0,0.0,3126,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
4108,4706,SAINT LOUIS,MO,CEN,63147-3408,0.01158173395102581,0.024,0,0,0,0,0,0,0,0,0,0,0.0,4706,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2855,3249,CALGARY,AB,CAN,T2C 2P5,0.0033090668431502318,0.002,0,0,0,0,0,0,0,0,1,1,0.0,3249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
40,43,NOVI,MI,MDW,48374,0.03309066843150232,0.02,1,0,0,0,0,0,0,0,0,0,0.0,43,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
5048,5740,SALT LAKE CITY,UT,MTW,59864,0.003639973527465255,0.007,1,0,0,0,1,0,0,0,0,0,0.0,5740,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
486,515,BAKERSFIELD,CA,PAC,93313,0.0033090668431502318,0.002,1,1,0,0,0,0,0,0,0,0,0.0,515,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
